event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible
11,10,0.001,0.0,0.02,0.004242693719796422,0.04,0.6,0.14285714285714285,0.0,1.0,1.0,7,10
12,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.001,0.0,0.02,0.004242693719796422,0.04,0.6,0.25,0.0,1.0,1.0,8,10
0,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.7,0.06666666666666667,0.0,1.0,1.0,15,20
1,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.0,1.0,0.0,0.0,0.0,1,20
2,20,0.001,0.0,0.02,0.004242693719796422,0.3,0.7,0.17647058823529413,0.0,1.0,1.0,17,20
3,20,0.001,0.0,0.02,0.004242693719796422,0.3,0.7,0.125,0.0,1.0,1.0,16,20
4,20,0.001,0.0,0.02,0.004242693719796422,0.32,1.0,0.0,0.0,1.0,1.0,20,20
5,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.7,0.17647058823529413,0.0,1.0,1.0,17,20
6,20,0.001,0.0,0.02,0.004242693719796422,0.31,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.001,0.0,0.02,0.004242693719796422,0.31,1.0,0.0,0.0,1.0,1.0,20,20
8,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.0,1.0,0.0,0.0,0.0,2,20
9,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.75,0.11764705882352941,0.0,1.0,1.0,17,20
10,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.0,1.0,0.0,0.0,0.0,2,20
11,20,0.001,0.0,0.02,0.004242693719796422,0.31,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.8,0.1111111111111111,0.0,1.0,1.0,18,20
13,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.3,0.3333333333333333,0.0,0.9722222222222223,1.0,9,20
14,20,0.001,0.0,0.02,0.004242693719796422,0.32,0.65,0.13333333333333333,0.0,1.0,1.0,15,20
15,20,0.001,0.0,0.02,0.004242693719796422,0.33,0.35,0.2222222222222222,0.0,0.9591836734693878,1.0,9,20
16,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.7,0.125,0.0,1.0,1.0,16,20
17,20,0.001,0.0,0.02,0.004242693719796422,0.31,1.0,0.0,0.0,1.0,1.0,20,20
18,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
19,20,0.001,0.0,0.02,0.004242693719796422,0.31,0.8,0.058823529411764705,0.0,1.0,1.0,17,20
0,50,0.001,0.0,0.02,0.004242693719796422,5.61,0.64,0.08571428571428572,0.0,1.0,1.0,35,50
1,50,0.001,0.0,0.02,0.004242693719796422,4.85,0.5,0.038461538461538464,0.0,1.0,1.0,26,50
2,50,0.001,0.0,0.02,0.004242693719796422,5.91,0.64,0.030303030303030304,0.0,1.0,1.0,33,50
3,50,0.001,0.0,0.02,0.004242693719796422,5.0,0.68,0.05555555555555555,0.0,1.0,1.0,36,50
4,50,0.001,0.0,0.02,0.004242693719796422,5.07,0.78,0.07142857142857142,0.0,1.0,1.0,42,50
5,50,0.001,0.0,0.02,0.004242693719796422,4.66,0.06,0.4,0.0,1.0,1.0,5,50
6,50,0.001,0.0,0.02,0.004242693719796422,5.41,0.2,0.09090909090909091,0.0,1.0,1.0,11,50
7,50,0.001,0.0,0.02,0.004242693719796422,6.76,0.52,0.10344827586206896,0.0,1.0,1.0,29,50
8,50,0.001,0.0,0.02,0.004242693719796422,6.71,0.48,0.2,0.0,1.0,1.0,30,50
9,50,0.001,0.0,0.02,0.004242693719796422,6.68,0.74,0.075,0.0,1.0,1.0,40,50
10,50,0.001,0.0,0.02,0.004242693719796422,6.61,0.72,0.1,0.0,1.0,1.0,40,50
11,50,0.001,0.0,0.02,0.004242693719796422,6.74,0.66,0.029411764705882353,0.0,1.0,1.0,34,50
12,50,0.001,0.0,0.02,0.004242693719796422,6.71,0.3,0.0625,0.0,1.0,1.0,16,50
13,50,0.001,0.0,0.02,0.004242693719796422,6.73,0.22,0.08333333333333333,0.0,1.0,1.0,12,50
14,50,0.001,0.0,0.02,0.004242693719796422,6.67,0.84,0.045454545454545456,0.0,1.0,1.0,44,50
15,50,0.001,0.0,0.02,0.004242693719796422,5.95,0.36,0.1,0.0,1.0,1.0,20,50
16,50,0.001,0.0,0.02,0.004242693719796422,5.29,0.6,0.14285714285714285,0.0,1.0,1.0,35,50
17,50,0.001,0.0,0.02,0.004242693719796422,4.87,0.42,0.045454545454545456,0.0,1.0,1.0,22,50
18,50,0.001,0.0,0.02,0.004242693719796422,5.29,0.78,0.04878048780487805,0.0,1.0,1.0,41,50
19,50,0.001,0.0,0.02,0.004242693719796422,6.73,0.14,0.125,0.0,1.0,1.0,8,50
0,100,0.001,0.0,0.02,0.004242693719796422,53.68,0.02,0.3333333333333333,0.0,1.0,1.0,3,100
1,100,0.001,0.0,0.02,0.004242693719796422,53.58,0.42,0.045454545454545456,0.0,1.0,1.0,44,100
2,100,0.001,0.0,0.02,0.004242693719796422,54.07,0.0,1.0,0.0,0.0,0.0,1,100
3,100,0.001,0.0,0.02,0.004242693719796422,53.73,0.08,0.1111111111111111,0.0,1.0,1.0,9,100
4,100,0.001,0.0,0.02,0.004242693719796422,71.95,0.0,1.0,0.0,0.0,0.0,1,100
5,100,0.001,0.0,0.02,0.004242693719796422,54.41,0.0,1.0,0.0,0.0,0.0,1,100
6,100,0.001,0.0,0.02,0.004242693719796422,54.3,0.02,0.3333333333333333,0.0,1.0,1.0,3,100
7,100,0.001,0.0,0.02,0.004242693719796422,56.95,0.0,1.0,0.0,0.0,0.0,1,100
8,100,0.001,0.0,0.02,0.004242693719796422,53.93,0.25,0.038461538461538464,0.0,1.0,1.0,26,100
9,100,0.001,0.0,0.02,0.004242693719796422,54.68,0.0,1.0,0.0,0.0,0.0,1,100
10,100,0.001,0.0,0.02,0.004242693719796422,54.14,0.1,0.09090909090909091,0.0,1.0,1.0,11,100
11,100,0.001,0.0,0.02,0.004242693719796422,56.91,0.0,1.0,0.0,0.0,0.0,1,100
12,100,0.001,0.0,0.02,0.004242693719796422,54.0,0.09,0.1,0.0,1.0,1.0,10,100
13,100,0.001,0.0,0.02,0.004242693719796422,57.23,0.0,1.0,0.0,0.0,0.0,1,100
14,100,0.001,0.0,0.02,0.004242693719796422,54.02,0.4,0.047619047619047616,0.0,1.0,1.0,42,100
15,100,0.001,0.0,0.02,0.004242693719796422,56.8,0.0,1.0,0.0,0.0,0.0,1,100
16,100,0.001,0.0,0.02,0.004242693719796422,54.97,0.0,1.0,0.0,0.0,0.0,1,100
17,100,0.001,0.0,0.02,0.004242693719796422,54.4,0.01,0.5,0.0,1.0,1.0,2,100
18,100,0.001,0.0,0.02,0.004242693719796422,54.43,0.0,1.0,0.0,0.0,0.0,1,100
19,100,0.001,0.0,0.02,0.004242693719796422,53.95,0.26,0.037037037037037035,0.0,1.0,1.0,27,100
0,10,5e-05,0.0,0.2,0.00021319005605327846,0.07,1.0,0.0,0.0,1.0,1.0,10,10
1,10,5e-05,0.0,0.2,0.00021319005605327846,0.06,1.0,0.0,0.0,1.0,1.0,10,10
2,10,5e-05,0.0,0.2,0.00021319005605327846,0.05,1.0,0.0,0.0,1.0,1.0,10,10
3,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,0.8,0.0,0.0,1.0,1.0,8,10
4,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
5,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
6,10,5e-05,0.0,0.2,0.00021319005605327846,0.02,0.8,0.0,0.0,1.0,1.0,8,10
7,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
8,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,0.9,0.0,0.0,1.0,1.0,9,10
9,10,5e-05,0.0,0.2,0.00021319005605327846,0.02,1.0,0.0,0.0,1.0,1.0,10,10
10,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
11,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
12,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
13,10,5e-05,0.0,0.2,0.00021319005605327846,0.02,0.8,0.0,0.0,1.0,1.0,8,10
14,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
15,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
16,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
17,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
18,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,1.0,0.0,0.0,1.0,1.0,10,10
19,10,5e-05,0.0,0.2,0.00021319005605327846,0.03,0.9,0.0,0.0,1.0,1.0,9,10
0,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
1,20,5e-05,0.0,0.2,0.00021319005605327846,0.28,1.0,0.0,0.0,1.0,1.0,20,20
2,20,5e-05,0.0,0.2,0.00021319005605327846,0.29,1.0,0.0,0.0,1.0,1.0,20,20
3,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
4,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
5,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
6,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
7,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
8,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
9,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
10,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
11,20,5e-05,0.0,0.2,0.00021319005605327846,0.31,1.0,0.0,0.0,1.0,1.0,20,20
12,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
13,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
14,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
15,20,5e-05,0.0,0.2,0.00021319005605327846,0.33,1.0,0.0,0.0,1.0,1.0,20,20
16,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
17,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
18,20,5e-05,0.0,0.2,0.00021319005605327846,0.3,1.0,0.0,0.0,1.0,1.0,20,20
19,20,5e-05,0.0,0.2,0.00021319005605327846,0.29,1.0,0.0,0.0,1.0,1.0,20,20
0,50,5e-05,0.0,0.2,0.00021319005605327846,4.76,1.0,0.0,0.0,1.0,1.0,50,50
1,50,5e-05,0.0,0.2,0.00021319005605327846,4.24,1.0,0.0,0.0,1.0,1.0,50,50
2,50,5e-05,0.0,0.2,0.00021319005605327846,4.7,1.0,0.0,0.0,1.0,1.0,50,50
3,50,5e-05,0.0,0.2,0.00021319005605327846,4.57,1.0,0.0,0.0,1.0,1.0,50,50
4,50,5e-05,0.0,0.2,0.00021319005605327846,4.43,1.0,0.0,0.0,1.0,1.0,50,50
5,50,5e-05,0.0,0.2,0.00021319005605327846,4.52,1.0,0.0,0.0,1.0,1.0,50,50
6,50,5e-05,0.0,0.2,0.00021319005605327846,4.76,1.0,0.0,0.0,1.0,1.0,50,50
7,50,5e-05,0.0,0.2,0.00021319005605327846,4.54,1.0,0.0,0.0,1.0,1.0,50,50
8,50,5e-05,0.0,0.2,0.00021319005605327846,4.73,1.0,0.0,0.0,1.0,1.0,50,50
9,50,5e-05,0.0,0.2,0.00021319005605327846,4.65,1.0,0.0,0.0,1.0,1.0,50,50
10,50,5e-05,0.0,0.2,0.00021319005605327846,3.88,0.9,0.0,0.0,1.0,1.0,45,50
11,50,5e-05,0.0,0.2,0.00021319005605327846,4.69,1.0,0.0,0.0,1.0,1.0,50,50
12,50,5e-05,0.0,0.2,0.00021319005605327846,3.59,0.86,0.0,0.0,1.0,1.0,43,50
13,50,5e-05,0.0,0.2,0.00021319005605327846,4.5,1.0,0.0,0.0,1.0,1.0,50,50
14,50,5e-05,0.0,0.2,0.00021319005605327846,4.69,1.0,0.0,0.0,1.0,1.0,50,50
15,50,5e-05,0.0,0.2,0.00021319005605327846,4.13,0.94,0.0,0.0,1.0,1.0,47,50
16,50,5e-05,0.0,0.2,0.00021319005605327846,4.68,1.0,0.0,0.0,1.0,1.0,50,50
17,50,5e-05,0.0,0.2,0.00021319005605327846,4.56,1.0,0.0,0.0,1.0,1.0,50,50
18,50,5e-05,0.0,0.2,0.00021319005605327846,4.69,1.0,0.0,0.0,1.0,1.0,50,50
19,50,5e-05,0.0,0.2,0.00021319005605327846,4.47,1.0,0.0,0.0,1.0,1.0,50,50
0,100,5e-05,0.0,0.2,0.00021319005605327846,56.42,0.89,0.0,0.0,1.0,1.0,89,100
1,100,5e-05,0.0,0.2,0.00021319005605327846,70.8,1.0,0.0,0.0,1.0,1.0,100,100
2,100,5e-05,0.0,0.2,0.00021319005605327846,68.91,1.0,0.0,0.0,1.0,1.0,100,100
3,100,5e-05,0.0,0.2,0.00021319005605327846,70.22,1.0,0.0,0.0,1.0,0.998,100,100
4,100,5e-05,0.0,0.2,0.00021319005605327846,63.79,1.0,0.0,0.0,1.0,1.0,100,100
5,100,5e-05,0.0,0.2,0.00021319005605327846,55.02,1.0,0.0,0.0,1.0,1.0,100,100
6,100,5e-05,0.0,0.2,0.00021319005605327846,66.99,1.0,0.0,0.0,1.0,1.0,100,100
7,100,5e-05,0.0,0.2,0.00021319005605327846,53.59,1.0,0.0,0.0,1.0,0.998,100,100
8,100,5e-05,0.0,0.2,0.00021319005605327846,50.49,1.0,0.0,0.0,1.0,1.0,100,100
9,100,5e-05,0.0,0.2,0.00021319005605327846,46.62,1.0,0.0,0.0,1.0,1.0,100,100
10,100,5e-05,0.0,0.2,0.00021319005605327846,51.41,1.0,0.0,0.0,1.0,1.0,100,100
11,100,5e-05,0.0,0.2,0.00021319005605327846,61.03,1.0,0.0,0.0,1.0,1.0,100,100
12,100,5e-05,0.0,0.2,0.00021319005605327846,58.4,1.0,0.0,0.0,1.0,1.0,100,100
13,100,5e-05,0.0,0.2,0.00021319005605327846,53.67,1.0,0.0,0.0,1.0,1.0,100,100
14,100,5e-05,0.0,0.2,0.00021319005605327846,48.46,1.0,0.0,0.0,1.0,1.0,100,100
15,100,5e-05,0.0,0.2,0.00021319005605327846,69.88,1.0,0.0,0.0,1.0,1.0,100,100
16,100,5e-05,0.0,0.2,0.00021319005605327846,65.35,1.0,0.0,0.0,1.0,1.0,100,100
17,100,5e-05,0.0,0.2,0.00021319005605327846,59.32,0.91,0.0,0.0,1.0,1.0,91,100
18,100,5e-05,0.0,0.2,0.00021319005605327846,73.36,1.0,0.0,0.0,1.0,1.0,100,100
19,100,5e-05,0.0,0.2,0.00021319005605327846,64.55,0.95,0.0,0.0,1.0,1.0,95,100
0,10,0.0001,0.0,0.2,0.0004247940677551889,0.06,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0001,0.0,0.2,0.0004247940677551889,0.06,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,0.9,0.0,0.0,1.0,1.0,9,10
18,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0001,0.0,0.2,0.0004247940677551889,0.32,1.0,0.0,0.0,1.0,1.0,20,20
1,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
2,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
3,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
4,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
5,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
6,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.0001,0.0,0.2,0.0004247940677551889,0.2,0.8,0.0,0.0,1.0,1.0,16,20
8,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
9,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
10,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
11,20,0.0001,0.0,0.2,0.0004247940677551889,0.23,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0001,0.0,0.2,0.0004247940677551889,0.22,0.95,0.0,0.0,1.0,1.0,19,20
14,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
15,20,0.0001,0.0,0.2,0.0004247940677551889,0.26,1.0,0.0,0.0,1.0,1.0,20,20
16,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
17,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
18,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
19,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
0,50,0.0001,0.0,0.2,0.0004247940677551889,4.66,0.84,0.0,0.0,1.0,1.0,42,50
1,50,0.0001,0.0,0.2,0.0004247940677551889,5.94,1.0,0.0,0.0,1.0,1.0,50,50
2,50,0.0001,0.0,0.2,0.0004247940677551889,6.0,1.0,0.0,0.0,1.0,1.0,50,50
3,50,0.0001,0.0,0.2,0.0004247940677551889,6.07,1.0,0.0,0.0,1.0,1.0,50,50
4,50,0.0001,0.0,0.2,0.0004247940677551889,5.62,1.0,0.0,0.0,1.0,1.0,50,50
5,50,0.0001,0.0,0.2,0.0004247940677551889,5.4,0.96,0.0,0.0,1.0,1.0,48,50
6,50,0.0001,0.0,0.2,0.0004247940677551889,5.88,1.0,0.0,0.0,1.0,1.0,50,50
7,50,0.0001,0.0,0.2,0.0004247940677551889,6.08,1.0,0.0,0.0,1.0,1.0,50,50
8,50,0.0001,0.0,0.2,0.0004247940677551889,5.75,1.0,0.0,0.0,1.0,1.0,50,50
9,50,0.0001,0.0,0.2,0.0004247940677551889,5.88,1.0,0.0,0.0,1.0,1.0,50,50
10,50,0.0001,0.0,0.2,0.0004247940677551889,6.04,1.0,0.0,0.0,1.0,1.0,50,50
11,50,0.0001,0.0,0.2,0.0004247940677551889,5.95,1.0,0.0,0.0,1.0,1.0,50,50
12,50,0.0001,0.0,0.2,0.0004247940677551889,5.96,1.0,0.0,0.0,1.0,1.0,50,50
13,50,0.0001,0.0,0.2,0.0004247940677551889,6.03,1.0,0.0,0.0,1.0,1.0,50,50
14,50,0.0001,0.0,0.2,0.0004247940677551889,6.04,1.0,0.0,0.0,1.0,1.0,50,50
15,50,0.0001,0.0,0.2,0.0004247940677551889,5.75,1.0,0.0,0.0,1.0,1.0,50,50
16,50,0.0001,0.0,0.2,0.0004247940677551889,6.04,1.0,0.0,0.0,1.0,1.0,50,50
17,50,0.0001,0.0,0.2,0.0004247940677551889,6.04,1.0,0.0,0.0,1.0,1.0,50,50
18,50,0.0001,0.0,0.2,0.0004247940677551889,6.06,1.0,0.0,0.0,1.0,1.0,50,50
19,50,0.0001,0.0,0.2,0.0004247940677551889,6.07,1.0,0.0,0.0,1.0,1.0,50,50
0,100,0.0001,0.0,0.2,0.0004247940677551889,64.72,1.0,0.0,0.0,1.0,1.0,100,100
1,100,0.0001,0.0,0.2,0.0004247940677551889,65.67,1.0,0.0,0.0,1.0,1.0,100,100
2,100,0.0001,0.0,0.2,0.0004247940677551889,64.42,1.0,0.0,0.0,1.0,1.0,100,100
3,100,0.0001,0.0,0.2,0.0004247940677551889,63.98,1.0,0.0,0.0,1.0,1.0,100,100
4,100,0.0001,0.0,0.2,0.0004247940677551889,65.27,1.0,0.0,0.0,1.0,1.0,100,100
5,100,0.0001,0.0,0.2,0.0004247940677551889,65.45,1.0,0.0,0.0,1.0,1.0,100,100
6,100,0.0001,0.0,0.2,0.0004247940677551889,64.9,1.0,0.0,0.0,1.0,1.0,100,100
7,100,0.0001,0.0,0.2,0.0004247940677551889,64.96,1.0,0.0,0.0,1.0,1.0,100,100
8,100,0.0001,0.0,0.2,0.0004247940677551889,62.86,1.0,0.0,0.0,1.0,1.0,100,100
9,100,0.0001,0.0,0.2,0.0004247940677551889,64.82,1.0,0.0,0.0,1.0,1.0,100,100
10,100,0.0001,0.0,0.2,0.0004247940677551889,64.84,1.0,0.0,0.0,1.0,1.0,100,100
11,100,0.0001,0.0,0.2,0.0004247940677551889,64.67,1.0,0.0,0.0,1.0,1.0,100,100
12,100,0.0001,0.0,0.2,0.0004247940677551889,64.71,1.0,0.0,0.0,1.0,1.0,100,100
13,100,0.0001,0.0,0.2,0.0004247940677551889,64.87,0.0,1.0,0.0,0.0,0.0,2,100
14,100,0.0001,0.0,0.2,0.0004247940677551889,64.9,1.0,0.0,0.0,1.0,1.0,100,100
15,100,0.0001,0.0,0.2,0.0004247940677551889,64.66,1.0,0.0,0.0,1.0,1.0,100,100
16,100,0.0001,0.0,0.2,0.0004247940677551889,64.67,1.0,0.0,0.0,1.0,1.0,100,100
17,100,0.0001,0.0,0.2,0.0004247940677551889,64.35,1.0,0.0,0.0,1.0,1.0,100,100
18,100,0.0001,0.0,0.2,0.0004247940677551889,64.43,1.0,0.0,0.0,1.0,1.0,100,100
19,100,0.0001,0.0,0.2,0.0004247940677551889,67.91,0.99,0.0,0.0,1.0,1.0,99,100
0,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,0.9,0.0,0.0,1.0,1.0,9,10
1,10,0.0002,0.0,0.2,0.0008487932610477066,0.03,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0002,0.0,0.2,0.0008487932610477066,0.03,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0002,0.0,0.2,0.0008487932610477066,0.03,0.7,0.0,0.0,1.0,1.0,7,10
9,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.0002,0.0,0.2,0.0008487932610477066,0.04,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0002,0.0,0.2,0.0008487932610477066,0.03,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0002,0.0,0.2,0.0008487932610477066,0.26,1.0,0.0,0.0,1.0,1.0,20,20
1,20,0.0002,0.0,0.2,0.0008487932610477066,0.21,0.95,0.0,0.0,1.0,1.0,19,20
2,20,0.0002,0.0,0.2,0.0008487932610477066,0.21,1.0,0.0,0.0,1.0,1.0,20,20
