event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible
4,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,0.6,0.25,0.0,1.0,1.0,8,10
6,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,0.6,0.25,0.0,1.0,1.0,8,10
11,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
15,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
17,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
19,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0001,0.015,0.02,0.0047428337441630134,0.3,0.4,0.2,0.0,1.0,1.0,10,20
1,20,0.0001,0.015,0.02,0.0047428337441630134,0.21,0.0,1.0,0.0,0.0,0.0,1,20
2,20,0.0001,0.015,0.02,0.0047428337441630134,0.21,0.7,0.125,0.0,1.0,1.0,16,20
3,20,0.0001,0.015,0.02,0.0047428337441630134,0.21,0.8,0.1111111111111111,0.0,1.0,1.0,18,20
4,20,0.0001,0.015,0.02,0.0047428337441630134,0.21,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
5,20,0.0001,0.015,0.02,0.0047428337441630134,0.31,1.0,0.0,0.0,1.0,1.0,20,20
6,20,0.0001,0.015,0.02,0.0047428337441630134,0.33,0.25,0.375,0.0,1.0,1.0,8,20
7,20,0.0001,0.015,0.02,0.0047428337441630134,0.33,1.0,0.0,0.0,1.0,1.0,20,20
8,20,0.0001,0.015,0.02,0.0047428337441630134,0.34,0.35,0.125,0.0,1.0,1.0,8,20
9,20,0.0001,0.015,0.02,0.0047428337441630134,0.33,0.75,0.0625,0.0,1.0,1.0,16,20
10,20,0.0001,0.015,0.02,0.0047428337441630134,0.33,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
11,20,0.0001,0.015,0.02,0.0047428337441630134,0.33,0.7,0.06666666666666667,0.0,1.0,1.0,15,20
12,20,0.0001,0.015,0.02,0.0047428337441630134,0.33,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0001,0.015,0.02,0.0047428337441630134,0.33,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
14,20,0.0001,0.015,0.02,0.0047428337441630134,0.34,0.7,0.125,0.0,1.0,1.0,16,20
15,20,0.0001,0.015,0.02,0.0047428337441630134,0.33,0.8,0.058823529411764705,0.0,1.0,1.0,17,20
16,20,0.0001,0.015,0.02,0.0047428337441630134,0.36,0.4,0.2,0.0,1.0,1.0,10,20
17,20,0.0001,0.015,0.02,0.0047428337441630134,0.34,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
18,20,0.0001,0.015,0.02,0.0047428337441630134,0.34,0.0,1.0,0.0,0.0,0.0,1,20
19,20,0.0001,0.015,0.02,0.0047428337441630134,0.34,0.7,0.17647058823529413,0.0,1.0,1.0,17,20
0,50,0.0001,0.015,0.02,0.0047428337441630134,5.74,0.0,1.0,0.0,0.0,0.0,1,50
1,50,0.0001,0.015,0.02,0.0047428337441630134,5.22,0.58,0.06451612903225806,0.0,1.0,1.0,31,50
2,50,0.0001,0.015,0.02,0.0047428337441630134,5.71,0.5,0.07407407407407407,0.0,1.0,1.0,27,50
3,50,0.0001,0.015,0.02,0.0047428337441630134,6.5,0.0,1.0,0.0,0.0,0.0,1,50
4,50,0.0001,0.015,0.02,0.0047428337441630134,5.29,0.92,0.041666666666666664,0.0,1.0,1.0,48,50
5,50,0.0001,0.015,0.02,0.0047428337441630134,5.79,0.8,0.047619047619047616,0.0,1.0,1.0,42,50
6,50,0.0001,0.015,0.02,0.0047428337441630134,5.36,0.52,0.13333333333333333,0.0,1.0,1.0,30,50
7,50,0.0001,0.015,0.02,0.0047428337441630134,5.08,0.0,1.0,0.0,0.0,0.0,1,50
8,50,0.0001,0.015,0.02,0.0047428337441630134,4.53,0.72,0.12195121951219512,0.0,1.0,1.0,41,50
9,50,0.0001,0.015,0.02,0.0047428337441630134,5.99,0.68,0.05555555555555555,0.0,1.0,0.9882352941176469,36,50
10,50,0.0001,0.015,0.02,0.0047428337441630134,5.69,0.12,0.14285714285714285,0.0,1.0,1.0,7,50
11,50,0.0001,0.015,0.02,0.0047428337441630134,5.63,0.7,0.05405405405405406,0.0,1.0,1.0,37,50
12,50,0.0001,0.015,0.02,0.0047428337441630134,6.04,0.54,0.1,0.0,1.0,1.0,30,50
13,50,0.0001,0.015,0.02,0.0047428337441630134,5.12,0.0,1.0,0.0,0.0,0.0,1,50
14,50,0.0001,0.015,0.02,0.0047428337441630134,6.22,0.2,0.09090909090909091,0.0,1.0,1.0,11,50
15,50,0.0001,0.015,0.02,0.0047428337441630134,5.97,0.54,0.1,0.0,1.0,1.0,30,50
16,50,0.0001,0.015,0.02,0.0047428337441630134,6.49,0.18,0.18181818181818182,0.0,1.0,1.0,11,50
17,50,0.0001,0.015,0.02,0.0047428337441630134,6.36,0.42,0.045454545454545456,0.0,1.0,1.0,22,50
18,50,0.0001,0.015,0.02,0.0047428337441630134,5.69,0.0,1.0,0.0,0.0,0.0,1,50
19,50,0.0001,0.015,0.02,0.0047428337441630134,5.86,0.0,1.0,0.0,0.0,0.0,1,50
0,100,0.0001,0.015,0.02,0.0047428337441630134,54.58,0.0,1.0,0.0,0.0,0.0,1,100
1,100,0.0001,0.015,0.02,0.0047428337441630134,51.45,0.05,0.16666666666666666,0.0,1.0,1.0,6,100
2,100,0.0001,0.015,0.02,0.0047428337441630134,50.32,0.04,0.2,0.0,1.0,1.0,5,100
3,100,0.0001,0.015,0.02,0.0047428337441630134,54.72,0.0,1.0,0.0,0.0,0.0,1,100
4,100,0.0001,0.015,0.02,0.0047428337441630134,51.6,0.05,0.16666666666666666,0.0,1.0,1.0,6,100
5,100,0.0001,0.015,0.02,0.0047428337441630134,52.33,0.0,1.0,0.0,0.0,0.0,1,100
6,100,0.0001,0.015,0.02,0.0047428337441630134,51.69,0.36,0.07692307692307693,0.0,1.0,1.0,39,100
7,100,0.0001,0.015,0.02,0.0047428337441630134,50.82,0.16,0.058823529411764705,0.0,1.0,1.0,17,100
8,100,0.0001,0.015,0.02,0.0047428337441630134,51.51,0.03,0.25,0.0,1.0,1.0,4,100
9,100,0.0001,0.015,0.02,0.0047428337441630134,53.22,0.0,1.0,0.0,0.0,0.0,1,100
10,100,0.0001,0.015,0.02,0.0047428337441630134,55.04,0.0,1.0,0.0,0.0,0.0,1,100
11,100,0.0001,0.015,0.02,0.0047428337441630134,52.28,0.28,0.034482758620689655,0.0,1.0,1.0,29,100
12,100,0.0001,0.015,0.02,0.0047428337441630134,52.43,0.01,0.5,0.0,1.0,1.0,2,100
13,100,0.0001,0.015,0.02,0.0047428337441630134,59.15,0.0,1.0,0.0,0.0,0.0,1,100
14,100,0.0001,0.015,0.02,0.0047428337441630134,51.58,0.03,0.25,0.0,1.0,1.0,4,100
15,100,0.0001,0.015,0.02,0.0047428337441630134,52.46,0.0,1.0,0.0,0.0,0.0,1,100
16,100,0.0001,0.015,0.02,0.0047428337441630134,51.56,0.01,0.5,0.0,1.0,1.0,2,100
17,100,0.0001,0.015,0.02,0.0047428337441630134,52.5,0.0,1.0,0.0,0.0,0.0,1,100
18,100,0.0001,0.015,0.02,0.0047428337441630134,51.3,0.0,1.0,0.0,0.0,0.0,1,100
19,100,0.0001,0.015,0.02,0.0047428337441630134,51.08,0.19,0.09523809523809523,0.0,1.0,1.0,21,100
0,10,0.0001,0.02,0.02,0.006312668537322595,0.04,0.8,0.0,0.0,1.0,1.0,8,10
1,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.3,0.4,0.0,1.0,1.0,5,10
2,10,0.0001,0.02,0.02,0.006312668537322595,0.03,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.5,0.16666666666666666,0.0,1.0,1.0,6,10
4,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
5,10,0.0001,0.02,0.02,0.006312668537322595,0.03,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.8,0.0,0.0,1.0,1.0,8,10
7,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
8,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.6,0.14285714285714285,0.0,1.0,1.0,7,10
9,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.8,0.0,0.0,1.0,1.0,8,10
10,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.5,0.2857142857142857,0.0,1.0,1.0,7,10
11,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
12,10,0.0001,0.02,0.02,0.006312668537322595,0.03,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
14,10,0.0001,0.02,0.02,0.006312668537322595,0.03,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.2,0.3333333333333333,0.0,1.0,1.0,3,10
16,10,0.0001,0.02,0.02,0.006312668537322595,0.03,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0001,0.02,0.02,0.006312668537322595,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
18,10,0.0001,0.02,0.02,0.006312668537322595,0.03,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0001,0.02,0.02,0.006312668537322595,0.03,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0001,0.02,0.02,0.006312668537322595,0.35,0.7,0.17647058823529413,0.0,1.0,1.0,17,20
1,20,0.0001,0.02,0.02,0.006312668537322595,0.35,0.05,0.8,0.0,1.0,1.0,5,20
2,20,0.0001,0.02,0.02,0.006312668537322595,0.34,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
3,20,0.0001,0.02,0.02,0.006312668537322595,0.34,0.0,1.0,0.0,0.0,0.0,1,20
4,20,0.0001,0.02,0.02,0.006312668537322595,0.34,1.0,0.0,0.0,1.0,1.0,20,20
5,20,0.0001,0.02,0.02,0.006312668537322595,0.34,0.05,0.5,0.0,1.0,1.0,2,20
6,20,0.0001,0.02,0.02,0.006312668537322595,0.34,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.0001,0.02,0.02,0.006312668537322595,0.34,1.0,0.0,0.0,1.0,1.0,20,20
8,20,0.0001,0.02,0.02,0.006312668537322595,0.35,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
9,20,0.0001,0.02,0.02,0.006312668537322595,0.34,0.55,0.15384615384615385,0.0,1.0,1.0,13,20
10,20,0.0001,0.02,0.02,0.006312668537322595,0.34,0.25,0.16666666666666666,0.0,1.0,1.0,6,20
11,20,0.0001,0.02,0.02,0.006312668537322595,0.34,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.0001,0.02,0.02,0.006312668537322595,0.34,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0001,0.02,0.02,0.006312668537322595,0.36,0.3,0.3333333333333333,0.0,1.0,1.0,9,20
14,20,0.0001,0.02,0.02,0.006312668537322595,0.26,0.3,0.14285714285714285,0.0,0.9523809523809524,1.0,7,20
15,20,0.0001,0.02,0.02,0.006312668537322595,0.34,0.5,0.23076923076923078,0.0,1.0,1.0,13,20
16,20,0.0001,0.02,0.02,0.006312668537322595,0.37,0.15,0.25,0.0,1.0,1.0,4,20
17,20,0.0001,0.02,0.02,0.006312668537322595,0.33,0.8,0.058823529411764705,0.0,1.0,1.0,17,20
18,20,0.0001,0.02,0.02,0.006312668537322595,0.24,0.0,1.0,0.0,0.0,0.0,2,20
19,20,0.0001,0.02,0.02,0.006312668537322595,0.26,0.15,0.25,0.0,1.0,1.0,4,20
0,50,0.0001,0.02,0.02,0.006312668537322595,4.27,0.0,1.0,0.0,0.0,0.0,1,50
1,50,0.0001,0.02,0.02,0.006312668537322595,4.16,0.32,0.1111111111111111,0.0,1.0,1.0,18,50
2,50,0.0001,0.02,0.02,0.006312668537322595,4.2,0.34,0.05555555555555555,0.0,1.0,1.0,18,50
3,50,0.0001,0.02,0.02,0.006312668537322595,4.21,0.06,0.25,0.0,1.0,1.0,4,50
4,50,0.0001,0.02,0.02,0.006312668537322595,4.16,0.14,0.2222222222222222,0.0,1.0,1.0,9,50
5,50,0.0001,0.02,0.02,0.006312668537322595,4.15,0.46,0.11538461538461539,0.0,1.0,1.0,26,50
6,50,0.0001,0.02,0.02,0.006312668537322595,4.42,0.0,1.0,0.0,0.0,0.0,1,50
7,50,0.0001,0.02,0.02,0.006312668537322595,4.16,0.7,0.027777777777777776,0.0,1.0,1.0,36,50
8,50,0.0001,0.02,0.02,0.006312668537322595,4.2,0.02,0.5,0.0,1.0,1.0,2,50
9,50,0.0001,0.02,0.02,0.006312668537322595,4.16,0.48,0.04,0.0,1.0,1.0,25,50
10,50,0.0001,0.02,0.02,0.006312668537322595,4.16,0.22,0.08333333333333333,0.0,1.0,1.0,12,50
11,50,0.0001,0.02,0.02,0.006312668537322595,4.21,0.02,0.5,0.0,1.0,1.0,2,50
12,50,0.0001,0.02,0.02,0.006312668537322595,4.14,0.44,0.12,0.0,1.0,1.0,25,50
13,50,0.0001,0.02,0.02,0.006312668537322595,4.27,0.0,1.0,0.0,0.0,0.0,1,50
14,50,0.0001,0.02,0.02,0.006312668537322595,4.27,0.0,1.0,0.0,0.0,0.0,1,50
15,50,0.0001,0.02,0.02,0.006312668537322595,4.39,0.0,1.0,0.0,0.0,0.0,1,50
16,50,0.0001,0.02,0.02,0.006312668537322595,4.36,0.0,1.0,0.0,0.0,0.0,1,50
17,50,0.0001,0.02,0.02,0.006312668537322595,4.23,0.02,0.5,0.0,1.0,1.0,2,50
18,50,0.0001,0.02,0.02,0.006312668537322595,4.17,0.44,0.043478260869565216,0.0,1.0,1.0,23,50
19,50,0.0001,0.02,0.02,0.006312668537322595,4.15,0.52,0.10344827586206896,0.0,1.0,1.0,29,50
0,100,0.0001,0.02,0.02,0.006312668537322595,54.68,0.0,1.0,0.0,0.0,0.0,1,100
1,100,0.0001,0.02,0.02,0.006312668537322595,54.53,0.0,1.0,0.0,0.0,0.0,1,100
2,100,0.0001,0.02,0.02,0.006312668537322595,53.66,0.03,0.25,0.0,1.0,1.0,4,100
3,100,0.0001,0.02,0.02,0.006312668537322595,57.03,0.0,1.0,0.0,0.0,0.0,1,100
4,100,0.0001,0.02,0.02,0.006312668537322595,55.73,0.0,1.0,0.0,0.0,0.0,1,100
5,100,0.0001,0.02,0.02,0.006312668537322595,57.29,0.0,1.0,0.0,0.0,0.0,1,100
6,100,0.0001,0.02,0.02,0.006312668537322595,55.39,0.0,1.0,0.0,0.0,0.0,1,100
7,100,0.0001,0.02,0.02,0.006312668537322595,57.41,0.0,1.0,0.0,0.0,0.0,1,100
8,100,0.0001,0.02,0.02,0.006312668537322595,54.14,0.09,0.1,0.0,1.0,1.0,10,100
9,100,0.0001,0.02,0.02,0.006312668537322595,56.13,0.0,1.0,0.0,0.0,0.0,1,100
10,100,0.0001,0.02,0.02,0.006312668537322595,54.16,0.02,0.3333333333333333,0.0,1.0,1.0,3,100
11,100,0.0001,0.02,0.02,0.006312668537322595,54.94,0.0,1.0,0.0,0.0,0.0,1,100
12,100,0.0001,0.02,0.02,0.006312668537322595,54.31,0.02,0.3333333333333333,0.0,1.0,1.0,3,100
13,100,0.0001,0.02,0.02,0.006312668537322595,54.03,0.12,0.07692307692307693,0.0,1.0,1.0,13,100
14,100,0.0001,0.02,0.02,0.006312668537322595,54.61,0.0,1.0,0.0,0.0,0.0,1,100
15,100,0.0001,0.02,0.02,0.006312668537322595,57.93,0.0,1.0,0.0,0.0,0.0,1,100
16,100,0.0001,0.02,0.02,0.006312668537322595,54.25,0.05,0.16666666666666666,0.0,1.0,1.0,6,100
17,100,0.0001,0.02,0.02,0.006312668537322595,55.24,0.0,1.0,0.0,0.0,0.0,1,100
18,100,0.0001,0.02,0.02,0.006312668537322595,55.52,0.0,1.0,0.0,0.0,0.0,1,100
19,100,0.0001,0.02,0.02,0.006312668537322595,58.48,0.0,1.0,0.0,0.0,0.0,1,100
0,10,0.0001,0.03,0.02,0.009457071732672446,0.09,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0001,0.03,0.02,0.009457071732672446,0.03,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0001,0.03,0.02,0.009457071732672446,0.07,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0001,0.03,0.02,0.009457071732672446,0.03,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.6,0.25,0.0,1.0,1.0,8,10
5,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
6,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.7,0.125,0.0,1.0,1.0,8,10
7,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.6,0.25,0.0,1.0,1.0,8,10
8,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.4,0.2,0.0,1.0,1.0,5,10
9,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
10,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.6,0.25,0.0,1.0,1.0,8,10
11,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
12,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
13,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.6,0.25,0.0,1.0,1.0,8,10
14,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.3,0.25,0.0,1.0,1.0,4,10
15,10,0.0001,0.03,0.02,0.009457071732672446,0.03,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0001,0.03,0.02,0.009457071732672446,0.03,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.0,1.0,0.0,0.0,0.0,1,10
18,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.2,0.3333333333333333,0.0,1.0,1.0,3,10
19,10,0.0001,0.03,0.02,0.009457071732672446,0.03,0.7,0.125,0.0,1.0,1.0,8,10
0,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
1,20,0.0001,0.03,0.02,0.009457071732672446,0.31,0.05,0.6666666666666666,0.0,1.0,1.0,3,20
2,20,0.0001,0.03,0.02,0.009457071732672446,0.31,0.05,0.5,0.0,1.0,1.0,2,20
3,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.4,0.2,0.0,1.0,1.0,10,20
4,20,0.0001,0.03,0.02,0.009457071732672446,0.31,0.05,0.5,0.0,1.0,1.0,2,20
5,20,0.0001,0.03,0.02,0.009457071732672446,0.29,0.25,0.375,0.0,1.0,1.0,8,20
6,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.9,0.0,0.0,1.0,1.0,18,20
7,20,0.0001,0.03,0.02,0.009457071732672446,0.29,0.15,0.4,0.0,1.0,1.0,5,20
8,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.15,0.25,0.0,1.0,1.0,4,20
9,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.7,0.125,0.0,1.0,1.0,16,20
10,20,0.0001,0.03,0.02,0.009457071732672446,0.31,0.45,0.3076923076923077,0.0,1.0,1.0,13,20
11,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.5,0.09090909090909091,0.0,1.0,1.0,11,20
12,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.0,1.0,0.0,0.0,0.0,1,20
13,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.0,1.0,0.0,0.0,0.0,1,20
14,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.8,0.058823529411764705,0.0,1.0,1.0,17,20
15,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.35,0.2222222222222222,0.0,1.0,1.0,9,20
16,20,0.0001,0.03,0.02,0.009457071732672446,0.33,0.3,0.25,0.0,1.0,1.0,8,20
17,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.15,0.25,0.0,1.0,1.0,4,20
18,20,0.0001,0.03,0.02,0.009457071732672446,0.3,0.4,0.2,0.0,1.0,1.0,10,20
19,20,0.0001,0.03,0.02,0.009457071732672446,0.32,0.7,0.06666666666666667,0.0,1.0,1.0,15,20
0,50,0.0001,0.03,0.02,0.009457071732672446,7.73,0.0,1.0,0.0,0.0,0.0,1,50
1,50,0.0001,0.03,0.02,0.009457071732672446,5.92,0.02,0.5,0.0,1.0,1.0,2,50
2,50,0.0001,0.03,0.02,0.009457071732672446,6.31,0.0,1.0,0.0,0.0,0.0,1,50
3,50,0.0001,0.03,0.02,0.009457071732672446,5.93,0.0,1.0,0.0,0.0,0.0,1,50
4,50,0.0001,0.03,0.02,0.009457071732672446,5.92,0.0,1.0,0.0,0.0,0.0,1,50
5,50,0.0001,0.03,0.02,0.009457071732672446,6.05,0.0,1.0,0.0,0.0,0.0,1,50
6,50,0.0001,0.03,0.02,0.009457071732672446,5.82,0.04,0.3333333333333333,0.0,1.0,1.0,3,50
7,50,0.0001,0.03,0.02,0.009457071732672446,5.86,0.1,0.16666666666666666,0.0,1.0,1.0,6,50
8,50,0.0001,0.03,0.02,0.009457071732672446,6.47,0.0,1.0,0.0,0.0,0.0,1,50
9,50,0.0001,0.03,0.02,0.009457071732672446,5.95,0.0,1.0,0.0,0.0,0.0,1,50
10,50,0.0001,0.03,0.02,0.009457071732672446,7.19,0.0,1.0,0.0,0.0,0.0,1,50
11,50,0.0001,0.03,0.02,0.009457071732672446,6.32,0.0,1.0,0.0,0.0,0.0,1,50
12,50,0.0001,0.03,0.02,0.009457071732672446,5.92,0.02,0.5,0.0,1.0,1.0,2,50
13,50,0.0001,0.03,0.02,0.009457071732672446,5.96,0.0,1.0,0.0,0.0,0.0,1,50
14,50,0.0001,0.03,0.02,0.009457071732672446,6.33,0.0,1.0,0.0,0.0,0.0,1,50
15,50,0.0001,0.03,0.02,0.009457071732672446,6.16,0.0,1.0,0.0,0.0,0.0,1,50
16,50,0.0001,0.03,0.02,0.009457071732672446,5.96,0.02,0.5,0.0,1.0,1.0,2,50
17,50,0.0001,0.03,0.02,0.009457071732672446,6.04,0.0,1.0,0.0,0.0,0.0,1,50
18,50,0.0001,0.03,0.02,0.009457071732672446,5.96,0.02,0.5,0.0,1.0,1.0,2,50
19,50,0.0001,0.03,0.02,0.009457071732672446,6.27,0.0,1.0,0.0,0.0,0.0,1,50
0,100,0.0001,0.03,0.02,0.009457071732672446,350.39,0.0,1.0,0.0,0.0,0.0,1,100
1,100,0.0001,0.03,0.02,0.009457071732672446,85.48,0.0,1.0,0.0,0.0,0.0,1,100
2,100,0.0001,0.03,0.02,0.009457071732672446,79.8,0.0,1.0,0.0,0.0,0.0,1,100
3,100,0.0001,0.03,0.02,0.009457071732672446,90.94,0.0,1.0,0.0,0.0,0.0,1,100
4,100,0.0001,0.03,0.02,0.009457071732672446,118.67,0.0,1.0,0.0,0.0,0.0,1,100
5,100,0.0001,0.03,0.02,0.009457071732672446,77.07,0.0,1.0,0.0,0.0,0.0,1,100
6,100,0.0001,0.03,0.02,0.009457071732672446,80.48,0.0,1.0,0.0,0.0,0.0,1,100
7,100,0.0001,0.03,0.02,0.009457071732672446,82.4,0.0,1.0,0.0,0.0,0.0,1,100
8,100,0.0001,0.03,0.02,0.009457071732672446,147.21,0.0,1.0,0.0,0.0,0.0,1,100
9,100,0.0001,0.03,0.02,0.009457071732672446,76.93,0.0,1.0,0.0,0.0,0.0,1,100
10,100,0.0001,0.03,0.02,0.009457071732672446,84.19,0.0,1.0,0.0,0.0,0.0,1,100
11,100,0.0001,0.03,0.02,0.009457071732672446,83.81,0.0,1.0,0.0,0.0,0.0,1,100
12,100,0.0001,0.03,0.02,0.009457071732672446,79.92,0.0,1.0,0.0,0.0,0.0,1,100
13,100,0.0001,0.03,0.02,0.009457071732672446,75.83,0.0,1.0,0.0,0.0,0.0,1,100
14,100,0.0001,0.03,0.02,0.009457071732672446,75.88,0.01,0.5,0.0,1.0,1.0,2,100
15,100,0.0001,0.03,0.02,0.009457071732672446,87.03,0.0,1.0,0.0,0.0,0.0,1,100
16,100,0.0001,0.03,0.02,0.009457071732672446,78.03,0.0,1.0,0.0,0.0,0.0,1,100
17,100,0.0001,0.03,0.02,0.009457071732672446,78.74,0.0,1.0,0.0,0.0,0.0,1,100
18,100,0.0001,0.03,0.02,0.009457071732672446,82.89,0.0,1.0,0.0,0.0,0.0,1,100
19,100,0.0001,0.03,0.02,0.009457071732672446,81.34,0.0,1.0,0.0,0.0,0.0,1,100
0,10,0.0001,0.05,0.02,0.015751537045137484,0.05,0.6,0.25,0.0,1.0,1.0,8,10
1,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.6,0.25,0.0,1.0,1.0,8,10
2,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.8,0.0,0.0,0.9642857142857143,1.0,8,10
3,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
4,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.1,0.5,0.0,1.0,1.0,2,10
5,10,0.0001,0.05,0.02,0.015751537045137484,0.04,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.4,0.3333333333333333,0.0,1.0,1.0,6,10
7,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.3,0.25,0.0,1.0,1.0,4,10
8,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.0,1.0,0.0,0.0,0.0,1,10
9,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.5,0.16666666666666666,0.0,1.0,1.0,6,10
10,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.3,0.4,0.0,1.0,1.0,5,10
11,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.2,0.3333333333333333,0.0,1.0,1.0,3,10
