sigma_res,sigma_scatt,n_trk,sol_key,event_key,ham_key,max_abs_x,excluded
0.05,0.0003,20,sol_7e5d8d8e9b4f76bc,ev_b40f930cdc63,hm_8c986396d3ec,0.8648648858070374,False
0.0,0.0003,700,sol_3257a0b832e71a9c,ev_b41098231764,hm_a0f8ed47a107,0.7172465920448303,False
0.05,0.0003,20,sol_751fc278c4edeee3,ev_b41532d4cd2a,hm_8c986396d3ec,0.5670102834701538,False
0.01,0.0003,20,sol_a950d9fd087ee4ba,ev_b42cac824e24,hm_3298667cddaa,0.4545454680919647,False
0.05,0.0003,20,sol_8b0ca6cd21a16963,ev_b46c88e124af,hm_8c986396d3ec,0.4545454680919647,False
0.0,0.0003,20,sol_cebdb75e68489090,ev_b4780f258436,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0003,10,sol_5381d561bf24d1cd,ev_b499d8cd599b,hm_1602ff939866,0.4545454680919647,False
0.0,0.0005,200,sol_88ec23bfd2f50d7b,ev_b4cb8370e39f,hm_7a9cff01f511,0.9595153331756592,False
0.02,0.0001,100,sol_3c6a4213fb709f32,ev_b4fb2e0fd048,hm_979a58ab8892,0.5669751763343811,False
0.0,0.0005,10,sol_491b8fdf78972d87,ev_b5140afc59d8,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0001,10,sol_7f82a067668eae4a,ev_b5264af9dd89,hm_9108b6e19b67,0.4545454680919647,False
0.05,0.0005,200,sol_6cb5f180c8df9220,ev_b576bb936c82,hm_af8fc4d5852f,5.799124240875244,False
0.01,0.0001,20,sol_adfb1f7b6300a603,ev_b5ebd1cc906f,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0001,1000,sol_64de19c8c64862e5,ev_b61967868bfb,hm_979a58ab8892,12.2093505859375,False
0.01,0.0001,100,sol_5cceef07245eec36,ev_b64a552413cf,hm_844cdcf42c7e,0.5669770240783691,False
0.0,0.0001,100,sol_ce62c5c725d8b29e,ev_b670147fa15a,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,50,sol_ba22204d821b9096,ev_b67d2e77cf9b,hm_a0f8ed47a107,0.5670135021209717,False
0.0,0.0001,10,sol_64913ba24a7ea7c9,ev_b681676006db,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,20,sol_f44995c4fb5a30ac,ev_b6e9d671e3bb,hm_bd4d3751a16f,0.4545454680919647,False
0.02,0.0005,400,sol_a404b29aeb993025,ev_b6f3844c5df3,hm_f442e5139114,1.4996808767318726,False
0.0,0.0003,50,sol_ad58a409bee82b18,ev_b71b7ba564c2,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,1000,sol_62230faf8dc1d672,ev_b745f60f84b9,hm_a00ad2a2c52a,0.5642270445823669,False
0.05,0.0005,10,sol_bcc575e00a791d0c,ev_b74f368726b3,hm_af8fc4d5852f,0.4545454680919647,False
0.05,0.0005,700,sol_b5e6efc1323dda60,ev_b75e6e931ab2,hm_af8fc4d5852f,2695.606689453125,True
0.0,0.0001,10,sol_f41965085c8f7967,ev_b7a82955749f,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0005,700,sol_d97d6bce403eb92f,ev_b84287787071,hm_af8fc4d5852f,8417.224609375,True
0.05,0.0003,400,sol_89ff2329a95f563c,ev_b84bedfb92ad,hm_8c986396d3ec,22.935518264770508,False
0.01,0.0005,200,sol_8e7916cc7121c7fa,ev_b84c2cf27865,hm_bd4d3751a16f,0.9553388953208923,False
0.02,0.0005,200,sol_40a4b2ec3be7690c,ev_b85a67f2e4e3,hm_f442e5139114,1.2783520221710205,False
0.05,0.0005,200,sol_7e482e766881217a,ev_b85f8e98930e,hm_af8fc4d5852f,4.655379295349121,False
0.01,0.0003,200,sol_fbb6ddfe5855787a,ev_b8bcd402e9ab,hm_3298667cddaa,0.5999162197113037,False
0.05,0.0003,400,sol_cf4aad2155b43479,ev_b8e0b8dd6c31,hm_8c986396d3ec,90.3818588256836,True
0.01,0.0001,100,sol_98c96ae2025bbc4b,ev_b90228bd4e0f,hm_844cdcf42c7e,0.5999717712402344,False
0.05,0.0005,700,sol_40285e1dc400ab7a,ev_b928eda98336,hm_af8fc4d5852f,169.9364776611328,True
0.05,0.0001,200,sol_ace68a41bea7401a,ev_b9309d08c808,hm_9108b6e19b67,2.1198108196258545,False
0.05,0.0001,100,sol_c823105865c0117a,ev_b9347472c8b7,hm_9108b6e19b67,0.9846909046173096,False
0.0,0.0003,200,sol_fee5208cc8b92506,ev_b945cd6932e8,hm_a0f8ed47a107,0.5669738054275513,False
0.0,0.0003,1000,sol_7ab7be2db3514bc7,ev_b94cfdd2467e,hm_a0f8ed47a107,1.4378381967544556,False
0.0,0.0005,700,sol_ae05f764b702781a,ev_b95dc0be443f,hm_7a9cff01f511,1.2581435441970825,False
0.05,0.0005,400,sol_ffdd0ca51a2bd9bd,ev_b9b5b3680628,hm_af8fc4d5852f,232.12986755371094,True
0.05,0.0003,50,sol_4fe36674189f265f,ev_b9d88f33368c,hm_8c986396d3ec,0.6418540477752686,False
0.0,0.0003,10,sol_85a89af15335ad50,ev_b9ffd8ac788e,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,1000,sol_0e1482e21b093c74,ev_ba111bb3aaa3,hm_a0f8ed47a107,0.9735715985298157,False
0.01,0.0005,1000,sol_36d126b277a580f0,ev_ba1f2f722c8a,hm_bd4d3751a16f,2.186540365219116,False
0.02,0.0001,10,sol_b59930f4bc8cecc5,ev_ba2a0329eef8,hm_979a58ab8892,0.6000000238418579,False
0.02,0.0005,50,sol_84b108dbcb49f052,ev_ba583c3ffa90,hm_f442e5139114,0.5669956207275391,False
0.01,0.0005,20,sol_8e589a89d9378496,ev_ba659c0e147d,hm_bd4d3751a16f,0.4545454680919647,False
0.02,0.0001,20,sol_314fe14e305fa3e6,ev_ba79cf986ab5,hm_979a58ab8892,1.001261830329895,False
0.0,0.0003,50,sol_ca412d1bd6f96c85,ev_babd08af816a,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0003,20,sol_f7a2999803407512,ev_bacfb1e6626a,hm_1602ff939866,0.4545454680919647,False
0.02,0.0003,20,sol_c8f66962b17f9e12,ev_bad15bed31fb,hm_1602ff939866,0.4545454680919647,False
0.02,0.0001,20,sol_4c1ad06405027eea,ev_bafdda75bbcf,hm_979a58ab8892,0.4545454680919647,False
0.05,0.0003,400,sol_9e00e309927628e1,ev_bb0251e0c9b4,hm_8c986396d3ec,102.5,True
0.05,0.0001,10,sol_338696a13af93e19,ev_bb2496274435,hm_9108b6e19b67,0.4545454680919647,False
0.02,0.0001,10,sol_b7700c0d03506852,ev_bb43ce4a814e,hm_979a58ab8892,0.4545454680919647,False
0.02,0.0003,50,sol_3303c329634fa9f5,ev_bb97de248851,hm_1602ff939866,0.5670022368431091,False
0.05,0.0005,50,sol_98f0ec4e5eea6ab4,ev_bba85905b072,hm_af8fc4d5852f,0.6982985734939575,False
0.02,0.0003,1000,sol_d787262b8978ecac,ev_bba8a5d4dbe3,hm_1602ff939866,205.42681884765625,True
0.05,0.0003,50,sol_52f47a26426581b6,ev_bc0c3db9f8ad,hm_8c986396d3ec,0.69837886095047,False
0.01,0.0003,1000,sol_a0601c238455c806,ev_bc3d56334be9,hm_3298667cddaa,8.8533353805542,False
0.0,0.0005,100,sol_735af7939702ea9b,ev_bc413018d7f1,hm_7a9cff01f511,0.5669755935668945,False
0.01,0.0001,10,sol_30baa68c2f42bc7e,ev_bc6b2eb51cc1,hm_844cdcf42c7e,0.4545454680919647,False
0.0,0.0005,700,sol_c2ebc9606d7c0c22,ev_bc77b3d3b279,hm_7a9cff01f511,0.9596554040908813,False
0.01,0.0001,700,sol_7545ae1819681ae4,ev_bc7f633ba147,hm_844cdcf42c7e,1.4352266788482666,False
0.05,0.0001,400,sol_681dd81edba04d6b,ev_bc85ea9f1356,hm_9108b6e19b67,28.31399154663086,False
0.0,0.0003,20,sol_18bf46929bf49ca6,ev_bc9d6dff238c,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,1000,sol_a0c86f02a4462820,ev_bccdb40f2187,hm_a0f8ed47a107,0.9511505365371704,False
0.01,0.0001,200,sol_bddc28eda84b24ab,ev_bd1dda40da05,hm_844cdcf42c7e,0.6848076581954956,False
0.0,0.0001,400,sol_54b6df9d89f74f8b,ev_bd8722e45cf9,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0003,700,sol_62e7011512f662f0,ev_bdb11bcbc7c5,hm_1602ff939866,2.356752634048462,False
0.01,0.0005,10,sol_8f18765cb2eb7faa,ev_bde466b182f8,hm_bd4d3751a16f,0.4545454680919647,False
0.0,0.0005,700,sol_64734b7bb5a751fa,ev_be544e973136,hm_7a9cff01f511,1.2048251628875732,False
0.05,0.0001,50,sol_b3f7d42ab7f71984,ev_be634c79ac27,hm_9108b6e19b67,1.141701579093933,False
0.0,0.0003,1000,sol_b44fbcd26ead4c6d,ev_bea9827ba140,hm_a0f8ed47a107,1.0934171676635742,False
0.02,0.0001,1000,sol_aad60385e0194aed,ev_bebcbf98ab49,hm_979a58ab8892,2.9120824337005615,False
0.0,0.0003,200,sol_2c3b4b01324dd239,ev_bec11b380b8b,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0005,10,sol_1be11e8f3fcfa5e5,ev_bef11da30727,hm_af8fc4d5852f,0.4545454680919647,False
0.01,0.0001,20,sol_ecf22870463839ec,ev_bf4ea028b35d,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0005,200,sol_f4e32d646839fd75,ev_bf78cc6cfa03,hm_f442e5139114,1.4999866485595703,False
0.01,0.0005,50,sol_69566a2b42d78c02,ev_bf87545af11b,hm_bd4d3751a16f,0.4545454680919647,False
0.0,0.0005,400,sol_0d386d12273f8714,ev_bfbb2707eb83,hm_7a9cff01f511,0.566963255405426,False
0.05,0.0003,10,sol_9e7faf35bc06e739,ev_c059266a2f15,hm_8c986396d3ec,0.4545454680919647,False
0.01,0.0005,20,sol_f726fde7428becd8,ev_c05f2920c5a3,hm_bd4d3751a16f,0.5670102834701538,False
0.0,0.0001,100,sol_b3504c6f76149694,ev_c05fe4e1ea17,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,50,sol_cc68407352f5a9ee,ev_c07cc7133da5,hm_979a58ab8892,0.5669771432876587,False
0.01,0.0003,700,sol_c22c6394adf7f0b4,ev_c088e0fdb671,hm_3298667cddaa,1.091655969619751,False
0.0,0.0003,50,sol_ae3341b28e114797,ev_c0b3708185f0,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0003,10,sol_86121c27aa38b14a,ev_c0c758e9a085,hm_8c986396d3ec,0.6000000238418579,False
0.0,0.0005,700,sol_ba1d426467634604,ev_c0c9294f5465,hm_7a9cff01f511,1.1688477993011475,False
0.05,0.0001,50,sol_40acff70645fa01c,ev_c130d6946a6a,hm_9108b6e19b67,0.5999900102615356,False
0.05,0.0005,200,sol_ab7e1bae448421be,ev_c1394b21d501,hm_af8fc4d5852f,52.20616149902344,True
0.02,0.0005,100,sol_35d32d73b06f9ce6,ev_c14e1a58f566,hm_f442e5139114,0.5999006628990173,False
0.01,0.0003,1000,sol_d7c2e1a47be387e3,ev_c15a8ba95b18,hm_3298667cddaa,1.4994653463363647,False
0.05,0.0003,700,sol_ed9e70fac1ea92d7,ev_c17779f307e9,hm_8c986396d3ec,1373.5714111328125,True
0.0,0.0003,200,sol_40fc1d53b1f48b2c,ev_c177de350e9d,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0005,200,sol_e14fd9ea71c8c4bf,ev_c17c37501143,hm_af8fc4d5852f,2.284292697906494,False
0.01,0.0003,400,sol_587a05896ea29b80,ev_c1a583d7785a,hm_3298667cddaa,0.6978129744529724,False
0.05,0.0001,700,sol_053ca303ead92e79,ev_c1c2bf23a653,hm_9108b6e19b67,8225.61328125,True
0.05,0.0005,20,sol_00a90b461384a18a,ev_c1f2f747c67f,hm_af8fc4d5852f,0.5670102834701538,False
0.0,0.0005,200,sol_cc359674b20182a5,ev_c1fb4cd7b28d,hm_7a9cff01f511,0.5669712424278259,False
0.0,0.0003,700,sol_6724da55c8b0f8c5,ev_c20c9859d5ac,hm_a0f8ed47a107,0.5669916868209839,False
0.05,0.0003,1000,sol_04d80ea9a4fbec72,ev_c20eb0f3573e,hm_8c986396d3ec,741.9058837890625,True
0.0,0.0003,100,sol_93442614514ca085,ev_c249ba43f0c2,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0005,20,sol_9096cb34a6065f36,ev_c25e10745f7c,hm_bd4d3751a16f,0.4545454680919647,False
0.05,0.0005,700,sol_3c47130a5ba1032b,ev_c265924f71f1,hm_af8fc4d5852f,7046.1064453125,True
0.01,0.0005,10,sol_e1bf2831ed28cd40,ev_c2840febcf35,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0001,1000,sol_f35b11de48e67ced,ev_c29a8aadb376,hm_844cdcf42c7e,1.7609885931015015,False
0.02,0.0001,100,sol_9219abb6d65572ea,ev_c29f0f19c022,hm_979a58ab8892,0.5999354124069214,False
0.02,0.0003,200,sol_5315edd16f011034,ev_c2ace0a25e72,hm_1602ff939866,0.9874628782272339,False
0.05,0.0001,50,sol_449ce681d8c73de9,ev_c2b332c60a12,hm_9108b6e19b67,0.6983191967010498,False
0.0,0.0001,200,sol_308f97a3479b2f6f,ev_c2f989c5a567,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0005,10,sol_1513d92382aa154c,ev_c30807cac5f8,hm_f442e5139114,0.4545454680919647,False
0.01,0.0003,100,sol_7a270a435ec87c40,ev_c30f91c28f5f,hm_3298667cddaa,1.0271527767181396,False
0.02,0.0003,1000,sol_ccc1b98220e12f1c,ev_c397efcab0d3,hm_1602ff939866,20.82941246032715,False
0.05,0.0003,50,sol_b70a91cdc6707203,ev_c3b1104b42a8,hm_8c986396d3ec,1.0619714260101318,False
0.0,0.0003,50,sol_6e7d7367f3b12070,ev_c3c6d8fe99a4,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0001,1000,sol_e794bb3cde78b093,ev_c3e64e485331,hm_979a58ab8892,16.93276023864746,False
0.05,0.0003,1000,sol_874e236188cf5e18,ev_c3f2f95b409d,hm_8c986396d3ec,1050.0865478515625,True
0.05,0.0001,20,sol_b295a6cec1abde71,ev_c3f557f925b7,hm_9108b6e19b67,0.4545454680919647,False
0.01,0.0001,20,sol_f90c6440a6ea639e,ev_c41a9449d333,hm_844cdcf42c7e,0.4545454680919647,False
0.05,0.0001,1000,sol_18baf8de5ec16111,ev_c427a60d4309,hm_9108b6e19b67,1187.3931884765625,True
0.01,0.0005,50,sol_7a4cb1ad71078439,ev_c43c829ff460,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0001,700,sol_0582bc64a85b1676,ev_c453593cba65,hm_844cdcf42c7e,1.2778639793395996,False
0.02,0.0005,10,sol_92195de1f2deeab8,ev_c49cef04baa6,hm_f442e5139114,0.4545454680919647,False
0.01,0.0005,200,sol_7e9c4186b24b22d1,ev_c4df6d7f604e,hm_bd4d3751a16f,0.5669967532157898,False
0.01,0.0001,10,sol_4c78b525971bae2d,ev_c4eb792bbb71,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0001,50,sol_d84c823b879d15b5,ev_c50735da1f06,hm_979a58ab8892,0.6721419095993042,False
0.0,0.0001,1000,sol_ddddc75bf2fb4926,ev_c54e1ea88735,hm_a00ad2a2c52a,0.5641940236091614,False
0.05,0.0005,50,sol_c5ef0b19f98ceda5,ev_c56452e69a1f,hm_af8fc4d5852f,0.9101957678794861,False
0.05,0.0003,10,sol_174827f6939b0131,ev_c568e680d35a,hm_8c986396d3ec,0.4545454680919647,False
0.01,0.0001,400,sol_c809f3a62b5517c6,ev_c613d103ca41,hm_844cdcf42c7e,0.6421264410018921,False
0.05,0.0003,10,sol_e6801b949a48cf5d,ev_c61d457dfc50,hm_8c986396d3ec,0.4545454680919647,False
0.0,0.0003,100,sol_9d1729d010887798,ev_c6a480deaa2a,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,10,sol_edaa709f436f175f,ev_c6aa3fb1789a,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0003,200,sol_03db05cf0303b60e,ev_c6e1d6a0b2c9,hm_1602ff939866,0.984783411026001,False
0.0,0.0001,100,sol_46478e52a2b447f0,ev_c71ade5c520d,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,50,sol_990093f0f09a1b4f,ev_c7396b681fbf,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0005,1000,sol_8dcc6fc82495f37b,ev_c75b4879e159,hm_af8fc4d5852f,1064.092529296875,True
0.01,0.0003,100,sol_1e5586791c56c9c0,ev_c75ba17e199f,hm_3298667cddaa,0.5669761896133423,False
0.05,0.0001,200,sol_ddb590685937f559,ev_c77a9ee20ac2,hm_9108b6e19b67,4.258288383483887,False
0.01,0.0005,100,sol_eb0d53dbd528ee5b,ev_c784225738e5,hm_bd4d3751a16f,0.5669514536857605,False
0.02,0.0001,100,sol_7969a03241678341,ev_c7aa41390f11,hm_979a58ab8892,0.7608709931373596,False
0.0,0.0001,200,sol_f8726da2b1e64f3a,ev_c7be1e7d361b,hm_a00ad2a2c52a,0.566974937915802,False
0.05,0.0001,20,sol_717d092967248002,ev_c7df2f4c329b,hm_9108b6e19b67,0.5670102834701538,False
0.05,0.0003,10,sol_59eafb6a73f64dd8,ev_c82f99ab3c9f,hm_8c986396d3ec,0.4545454680919647,False
0.01,0.0005,1000,sol_6b9f5dd52c5ab66c,ev_c84296a01e80,hm_bd4d3751a16f,14.945842742919922,False
0.0,0.0001,50,sol_5d8bdc97ca3a640a,ev_c872305d9a47,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,20,sol_1aeb0cdecf39c7a2,ev_c87808fcadad,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,1000,sol_bc36a3cccaf3a7a3,ev_c8c5569fe694,hm_979a58ab8892,25.225282669067383,False
0.01,0.0003,10,sol_2c65d77b221c9085,ev_c8c8b4729f76,hm_3298667cddaa,0.4545454680919647,False
0.05,0.0005,50,sol_e1a7af3da7dd2ee0,ev_c8d18729a48c,hm_af8fc4d5852f,0.7922497391700745,False
0.02,0.0005,100,sol_fb8d494b33cb2394,ev_c8f6d7bb66d0,hm_f442e5139114,0.5998963713645935,False
0.01,0.0005,400,sol_c5e0daa418452f43,ev_c8ff5d555688,hm_bd4d3751a16f,1.4999594688415527,False
0.02,0.0005,100,sol_cdf304f1abf1cbe9,ev_c96b3bf02097,hm_f442e5139114,0.8765060305595398,False
0.01,0.0001,400,sol_185ef32b43cc346c,ev_c97ffe0e4437,hm_844cdcf42c7e,1.43522310256958,False
0.01,0.0001,700,sol_2712b2667ba055a0,ev_c9b20815e6c6,hm_844cdcf42c7e,1.627379298210144,False
0.01,0.0001,700,sol_50a4db9fa7768ac5,ev_c9b7f4f28f26,hm_844cdcf42c7e,1.499624490737915,False
0.05,0.0003,200,sol_ee97a9ae17b9f093,ev_c9d3de62cac9,hm_8c986396d3ec,2.1082427501678467,False
0.02,0.0001,400,sol_bc90b41d1a57b9e4,ev_c9de3ef62d56,hm_979a58ab8892,1.78337824344635,False
0.05,0.0005,700,sol_57a156c038351121,ev_c9e161c18661,hm_af8fc4d5852f,2515.5390625,True
0.0,0.0001,200,sol_b987b1f44d9a7569,ev_c9e3ee6a5a24,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0001,1000,sol_1c57de017c580d25,ev_ca0b44a5b2bc,hm_844cdcf42c7e,1.7400697469711304,False
0.01,0.0005,1000,sol_1500113959c665e2,ev_ca4736c634f7,hm_bd4d3751a16f,26.966588973999023,False
0.02,0.0005,1000,sol_38ace9aac06a726d,ev_ca7b01b5382c,hm_f442e5139114,3.814978837966919,False
0.05,0.0003,20,sol_b6daafd42a6b847e,ev_cb1675169c4e,hm_8c986396d3ec,0.4545454680919647,False
0.01,0.0005,400,sol_4be308d4f3588d04,ev_cb21f2438920,hm_bd4d3751a16f,1.4999415874481201,False
0.0,0.0001,100,sol_5924d9a7a06234ba,ev_cb53e34d89f7,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,200,sol_015f01f6a4665e56,ev_cb76476a67fa,hm_9108b6e19b67,2.8590505123138428,False
0.02,0.0001,100,sol_73a968fa20460d20,ev_cb7e9a7c4514,hm_979a58ab8892,0.5998725891113281,False
0.02,0.0003,200,sol_9287361309f72444,ev_cba5772e95dd,hm_1602ff939866,1.127091884613037,False
0.05,0.0001,10,sol_b32ca91107ead32d,ev_cbd0ee878626,hm_9108b6e19b67,0.4545454680919647,False
0.0,0.0003,1000,sol_e3b8f09085570799,ev_cbd126c29b57,hm_a0f8ed47a107,0.8551318049430847,False
0.0,0.0005,10,sol_0ca1cf1b33dea868,ev_cc058bb32324,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0001,10,sol_c0769b2ee077d675,ev_cc0e5a4dab7c,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0003,50,sol_344262fce4db01f9,ev_cc15f31d903a,hm_1602ff939866,0.5999525785446167,False
0.0,0.0005,1000,sol_50d5a78e1fab6d9a,ev_cc2810042d1e,hm_7a9cff01f511,0.9403877258300781,False
0.01,0.0001,400,sol_213cb584783b6737,ev_cc497feee9c6,hm_844cdcf42c7e,0.9733487963676453,False
0.02,0.0003,100,sol_657e0973cb9139f9,ev_cc57cdc2f878,hm_1602ff939866,1.4352748394012451,False
0.02,0.0005,20,sol_be6e9ac88452faf3,ev_cc7b96d1d3be,hm_f442e5139114,0.4545454680919647,False
0.01,0.0001,10,sol_7df1a7ff172c863e,ev_ccbed6813b77,hm_844cdcf42c7e,0.4545454680919647,False
0.0,0.0003,50,sol_894afebb1803c0e9,ev_cce9e0303da4,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0003,400,sol_c83db580457cd43d,ev_ccefe10dcffc,hm_8c986396d3ec,8.267010688781738,False
0.01,0.0005,10,sol_ebd520db78ded9f5,ev_ccf09e142f2a,hm_bd4d3751a16f,0.4545454680919647,False
0.02,0.0001,20,sol_f5089b8a472ddb3b,ev_cd1b846fa45e,hm_979a58ab8892,0.4545454680919647,False
0.0,0.0001,10,sol_7f009f4be99f1070,ev_cd410e3a70f9,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,10,sol_5dfc1b00b0674dfa,ev_cd9b11f8bb53,hm_979a58ab8892,0.4545454680919647,False
0.02,0.0005,20,sol_50b1d643ce8bd922,ev_cda64295eead,hm_f442e5139114,0.6000000238418579,False
0.01,0.0001,200,sol_b76cc46afce90b5e,ev_cda670c994d4,hm_844cdcf42c7e,0.5669633150100708,False
0.05,0.0005,10,sol_752c4e4d70567e40,ev_cddb8a1dcc8a,hm_af8fc4d5852f,0.4545454680919647,False
0.02,0.0005,50,sol_0cbd988190decd8c,ev_ce349eaeb271,hm_f442e5139114,0.5999564528465271,False
0.02,0.0005,20,sol_7c9a22674eeff279,ev_ce4c319421d4,hm_f442e5139114,0.4545454680919647,False
0.0,0.0003,100,sol_853fc6bf94a7d51a,ev_ce62b6de7204,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0005,10,sol_198a4b5640f8f32f,ev_ce960899b908,hm_f442e5139114,0.4545454680919647,False
0.02,0.0005,400,sol_7da7ce27445bc7de,ev_ceee583eb815,hm_f442e5139114,2.9757843017578125,False
0.0,0.0003,1000,sol_9447fe501905b597,ev_cf201266e218,hm_a0f8ed47a107,1.4999369382858276,False
0.05,0.0001,10,sol_cda03998f1c13d06,ev_cf30210ddc72,hm_9108b6e19b67,0.4545454680919647,False
0.05,0.0003,700,sol_5ac8e07b49e76689,ev_cf436fedc366,hm_8c986396d3ec,7300.4609375,True
0.05,0.0001,700,sol_c0f0beb03ef3f381,ev_cf45b6fa3a74,hm_9108b6e19b67,669.0911254882812,True
0.02,0.0005,400,sol_bc9835ba5131faf0,ev_cf4abeec6cc4,hm_f442e5139114,1.7674442529678345,False
0.0,0.0003,10,sol_0e0ed74648bee788,ev_cf8cd52da625,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,50,sol_98551a4a0d11bfe2,ev_cf9463f6c806,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,20,sol_96d798c89fc694e0,ev_cfb63e8ce8dd,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0005,400,sol_1c9b01c3bf73d3d3,ev_cfc3caa4cb0a,hm_bd4d3751a16f,0.9594549536705017,False
0.01,0.0001,400,sol_20815dc3d937ec92,ev_cfc7f813a8c6,hm_844cdcf42c7e,1.4999879598617554,False
0.01,0.0001,20,sol_6ed6241bdf3c2d46,ev_cfffaade07aa,hm_844cdcf42c7e,0.4545454680919647,False
0.01,0.0005,200,sol_5cd702c96108882f,ev_d01d03f580c1,hm_bd4d3751a16f,0.9118551015853882,False
0.01,0.0003,10,sol_8ff57f28f909e972,ev_d03c7651f84a,hm_3298667cddaa,0.4545454680919647,False
0.01,0.0003,200,sol_f83bf2bcf766860e,ev_d03cf3c0df37,hm_3298667cddaa,0.8050081133842468,False
0.0,0.0005,1000,sol_0bc27ad4ddda20db,ev_d04126961362,hm_7a9cff01f511,1.3257511854171753,False
0.01,0.0001,10,sol_7c21b1e1d8ec13e3,ev_d0573053e697,hm_844cdcf42c7e,0.4545454680919647,False
0.05,0.0003,100,sol_e5016959f5c46186,ev_d0736f438d18,hm_8c986396d3ec,0.9046227931976318,False
0.0,0.0001,20,sol_5f6e96aeb047f600,ev_d082c098b229,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0005,1000,sol_02d7439bd63c4469,ev_d089376ea8db,hm_af8fc4d5852f,808.2835693359375,True
0.0,0.0005,1000,sol_bf2d8aebfcbd2258,ev_d08f2423c063,hm_7a9cff01f511,1.4351550340652466,False
0.05,0.0003,1000,sol_2605f9f141dc09dd,ev_d0aaa3193caa,hm_8c986396d3ec,1482.8670654296875,True
0.02,0.0005,700,sol_8a9563d81067afee,ev_d0b7c3534394,hm_f442e5139114,29.57270050048828,False
0.02,0.0001,200,sol_50e9ad5ef63adaa5,ev_d0d11da6d6fb,hm_979a58ab8892,1.0385475158691406,False
0.0,0.0005,10,sol_5f1f368e662df8f6,ev_d0fde5cef816,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0001,100,sol_01f1b291de320822,ev_d1284f4a2c9a,hm_979a58ab8892,0.6981655359268188,False
0.02,0.0003,20,sol_e825c1f3541d7042,ev_d1515d194105,hm_1602ff939866,0.4545454680919647,False
0.0,0.0005,50,sol_75e70175f97ce60d,ev_d1ae5a402fa3,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0003,400,sol_cd37e34d16507cdb,ev_d1f0e80895f3,hm_a0f8ed47a107,0.5669674873352051,False
0.02,0.0005,20,sol_ffe5beaa09bd7a07,ev_d1f24c7b79a4,hm_f442e5139114,0.5670102834701538,False
0.02,0.0001,1000,sol_3daa163d7ebf983f,ev_d1ff517d2b51,hm_979a58ab8892,14.025836944580078,False
0.0,0.0003,700,sol_c640a27dfb7ad680,ev_d206f229e7bb,hm_a0f8ed47a107,0.5997785329818726,False
0.02,0.0001,400,sol_6de2e14becce6af6,ev_d20e5b3c4835,hm_979a58ab8892,1.391872525215149,False
0.02,0.0001,50,sol_0ab9910c7d7c143e,ev_d21398849e27,hm_979a58ab8892,0.5669771432876587,False
0.05,0.0001,10,sol_3e7c205d0bb4add3,ev_d23d1e5adcc7,hm_9108b6e19b67,0.4545454680919647,False
0.05,0.0005,200,sol_1037d049b980677c,ev_d24829c044c1,hm_af8fc4d5852f,2.3571255207061768,False
